assists,evGoals,evPoints,faceoffWinPct,gameWinningGoals,gamesPlayed,goals,lastName,otGoals,penaltyMinutes,playerId,plusMinus,points,pointsPerGame,positionCode,ppGoals,ppPoints,shGoals,shPoints,shootingPct,shootsCatches,shots,skaterFullName,timeOnIcePerGame
166,79.0,209.0,,12,499,102,Allison,0,630,8444914,32.0,268,0.53707,R,19.0,50.0,4.0,9.0,0.18279,R,558.0,Mike Allison,
0,0.0,0.0,,0,3,0,Allison,0,12,8444917,-3.0,0,0.0,D,0.0,0.0,0.0,0.0,0.0,R,2.0,Dave Allison,
3,1.0,4.0,,0,14,1,Aitken,0,25,8444918,-2.0,4,0.28571,L,0.0,0.0,0.0,0.0,0.14285,L,7.0,Brad Aitken,
211,25.0,151.0,0.0,8,952,44,Albelin,2,417,8444919,52.0,255,0.26785,D,16.0,95.0,3.0,9.0,0.03869,L,1137.0,Tommy Albelin,
0,0.0,0.0,,0,19,0,Amodeo,0,2,8444923,-15.0,0,0.0,D,0.0,0.0,0.0,0.0,0.0,L,14.0,Mike Amodeo,
2,1.0,3.0,,0,7,1,Anderson,0,2,8444924,-2.0,3,0.42857,L,0.0,0.0,0.0,0.0,0.05,L,20.0,Jim Anderson,
1,0.0,1.0,,0,40,0,Anderson,0,68,8444926,-40.0,1,0.025,D,0.0,0.0,0.0,0.0,0.0,L,23.0,Murray Anderson,
30,26.0,54.0,,3,251,28,Anderson,0,146,8444928,-29.0,58,0.23107,R,1.0,3.0,1.0,1.0,0.07486,R,374.0,Ron Anderson,
7,5.0,12.0,,0,28,9,Anderson,0,8,8444929,-20.0,16,0.57142,R,4.0,4.0,0.0,0.0,0.2093,R,43.0,Ron Anderson,
127,52.0,152.0,,9,316,62,Anderson,5,194,8444931,,189,0.5981,L,8.0,33.0,2.0,4.0,,L,,Tom Anderson,
49,18.0,38.0,,5,150,31,Andrea,0,10,8444934,-37.0,80,0.53333,R,13.0,42.0,0.0,0.0,0.12062,L,257.0,Paul Andrea,
5,,,,3,54,8,Andrews,0,12,8444936,,13,0.24074,L,,,,,,L,,Lloyd Andrews,
103,59.0,146.0,,14,456,72,Andersson,1,78,8444943,-10.0,175,0.38377,R,7.0,14.0,6.0,15.0,0.11338,R,635.0,Kent-Erik Andersson,
349,201.0,420.0,,41,814,282,Anderson,1,261,8444944,3.0,631,0.77518,R,76.0,203.0,5.0,8.0,0.14085,L,2002.0,John Anderson,
601,334.0,762.0,,85,1129,498,Anderson,5,1120,8444945,201.0,1099,0.97342,R,151.0,317.0,13.0,20.0,0.16018,L,3109.0,Glenn Anderson,
59,46.0,101.0,,4,400,50,Anderson,0,1051,8444947,-53.0,109,0.2725,L,4.0,8.0,0.0,0.0,0.12224,L,409.0,Perry Anderson,
186,79.0,227.0,,17,653,103,Angotti,0,220,8444952,-28.0,289,0.44257,C,21.0,52.0,3.0,10.0,0.1199,R,859.0,Lou Angotti,
0,0.0,0.0,,0,2,0,Anslow,0,0,8444953,,0,0.0,C,0.0,0.0,0.0,0.0,,L,,Hub Anslow,
231,159.0,341.0,,26,423,201,Apps,3,56,8444954,,432,1.02127,C,40.0,83.0,2.0,8.0,,L,,Syl Apps,
58,11.0,65.0,,1,626,12,Arbour,0,611,8444955,62.0,70,0.11182,D,1.0,1.0,0.0,4.0,,L,180.0,Al Arbour,
17,,,,5,114,52,Arbour,1,78,8444956,,69,0.60526,L,,,,,,L,,Amos Arbour,
51,5.0,42.0,,0,255,11,Anderson,0,117,8444957,4.0,62,0.24313,D,6.0,19.0,0.0,1.0,0.0514,L,214.0,Shawn Anderson,
99,21.0,116.0,,5,519,22,Anderson,0,1086,8444961,-64.0,121,0.23314,D,1.0,5.0,0.0,0.0,0.05978,L,368.0,Russ Anderson,
8,4.0,9.0,,1,77,6,Lowe,0,82,8447520,,14,0.18181,D,2.0,5.0,0.0,0.0,,R,,Ross Lowe,
1,,,,0,53,1,Lowrey,0,10,8447521,,2,0.03773,R,,,,,,R,,Fred Lowrey,
2,,,,0,22,2,Lowrey,0,6,8447522,,4,0.18181,C,,,,,,R,,Ed Lowrey,
48,,,,3,211,47,Lowrey,2,166,8447523,,95,0.45023,L,,,,,,L,,Gerry Lowrey,
15,10.0,25.0,,4,79,13,Lukowich,0,34,8447525,0.0,28,0.35443,R,3.0,3.0,0.0,0.0,0.1625,R,80.0,Bernie Lukowich,
55,38.0,87.0,,3,259,44,Lund,0,42,8447526,,99,0.38223,R,6.0,12.0,0.0,0.0,,R,,Pentti Lund,
83,27.0,89.0,,2,321,39,Lunde,0,71,8447527,-16.0,122,0.38006,C,11.0,32.0,1.0,1.0,,R,447.0,Len Lunde,
8,1.0,9.0,,1,52,2,Lundrigan,0,22,8447528,1.0,10,0.1923,D,1.0,1.0,0.0,0.0,0.03636,L,55.0,Joe Lundrigan,
1,1.0,2.0,,0,11,1,Lundstrom,0,0,8447529,-2.0,2,0.18181,L,0.0,0.0,0.0,0.0,0.14285,L,7.0,Tord Lundstrom,
32,34.0,63.0,,3,150,37,Lundy,0,31,8447530,,69,0.46,C,3.0,6.0,0.0,0.0,,R,,Pat Lundy,
106,17.0,76.0,,2,382,24,Lynch,0,336,8447531,-196.0,130,0.34031,D,7.0,52.0,0.0,2.0,0.03993,R,601.0,Jack Lynch,
76,34.0,96.0,,7,327,49,Lynn,0,274,8447532,,125,0.38226,L,13.0,25.0,2.0,4.0,,L,,Vic Lynn,
0,0.0,0.0,,0,3,0,Lyon,0,2,8447533,0.0,0,0.0,D,0.0,0.0,0.0,0.0,0.0,R,2.0,Steve Lyon,
4,,,,0,36,2,Lyons,1,23,8447534,,6,0.16666,L,,,,,,L,,Ron Lyons,
34,36.0,65.0,,7,152,36,MacDonald,1,47,8447535,,70,0.46052,L,0.0,4.0,0.0,1.0,,L,,Kilby MacDonald,
210,136.0,290.0,,15,506,180,MacDonald,0,88,8447536,47.0,390,0.77075,L,41.0,95.0,3.0,5.0,0.12422,R,1449.0,Lowell MacDonald,
179,97.0,217.0,,22,676,144,MacDonald,0,251,8447537,-56.0,323,0.47781,C,46.0,104.0,1.0,2.0,,L,1226.0,Parker MacDonald,
0,0.0,0.0,,0,1,0,MacDougall,0,0,8447538,-1.0,0,0.0,D,0.0,0.0,0.0,0.0,,L,0.0,Kim MacDougall,
9,4.0,12.0,,1,30,6,Macey,0,0,8447539,,15,0.5,L,2.0,3.0,0.0,0.0,,L,,Hub Macey,
257,174.0,397.0,,37,895,213,MacGregor,0,215,8447540,19.0,470,0.52513,C,25.0,55.0,14.0,18.0,0.12785,R,1666.0,Bruce MacGregor,
0,0.0,0.0,,0,4,0,MacIntosh,0,4,8447541,,0,0.0,R,0.0,0.0,0.0,0.0,,R,,Ian MacIntosh,
0,0.0,0.0,,0,1,0,MacKasey,0,2,8447542,-1.0,0,0.0,D,0.0,0.0,0.0,0.0,,R,0.0,Blair MacKasey,
0,3.0,3.0,,1,27,3,MacKay,0,28,8447543,,3,0.11111,D,0.0,0.0,0.0,0.0,,R,,Dave MacKay,
55,45.0,96.0,,12,237,50,MacKay,0,214,8447544,,105,0.44303,L,5.0,9.0,0.0,0.0,,L,,Calum MacKay,
19,,,,8,147,44,MacKay,1,79,8447545,,63,0.42857,C,,,,,,L,,Mickey MacKay,
3,0.0,3.0,,0,19,0,MacKay,0,0,8447546,,3,0.15789,R,0.0,0.0,0.0,0.0,,R,,Murdo MacKay,
220,105.0,270.0,,23,666,149,MacKell,0,565,8447547,-10.0,369,0.55405,C,32.0,76.0,12.0,23.0,,L,91.0,Fleming MacKell,
1,0.0,1.0,,0,6,0,MacKenzie,0,6,8447549,-2.0,1,0.16666,D,0.0,0.0,0.0,0.0,0.0,L,3.0,Barry MacKenzie,
8,2.0,10.0,,0,20,2,Hansen,0,4,8447551,10.0,10,0.5,C,0.0,0.0,0.0,0.0,0.08,L,25.0,Richie Hansen,
1,1.0,2.0,,0,33,1,Hanson,0,65,8447552,-6.0,2,0.0606,D,0.0,0.0,0.0,0.0,0.0625,L,16.0,David Hanson,
2,0.0,0.0,,0,25,0,Hanson,0,77,8447554,-14.0,2,0.08,D,0.0,0.0,0.0,2.0,0.0,R,19.0,Keith Hanson,
10,6.0,13.0,,0,233,11,MacKenzie,0,132,8447560,,21,0.09012,D,4.0,7.0,1.0,1.0,,R,,Bill MacKenzie,
0,0.0,0.0,,0,15,0,Harding,0,47,8447563,0.0,0,0.0,R,0.0,0.0,0.0,0.0,0.0,R,22.0,Jeff Harding,
221,29.0,231.0,,3,1066,35,Harper,0,1364,8447568,254.0,256,0.24015,D,6.0,18.0,0.0,7.0,0.03486,R,1004.0,Terry Harper,
306,32.0,204.0,,9,915,62,Hardy,0,1293,8447569,-97.0,368,0.40218,D,27.0,151.0,3.0,13.0,0.04616,L,1343.0,Mark Hardy,
1,0.0,1.0,,0,1,0,Harlow,0,0,8447570,-1.0,1,1.0,L,0.0,0.0,0.0,0.0,0.0,L,2.0,Scott Harlow,
0,0.0,0.0,,0,5,0,Simon,0,34,8458033,-1.0,0,0.0,L,0.0,0.0,0.0,0.0,,L,0.0,Jason Simon,
18,16.0,34.0,0.42857,2,301,18,Simpson,0,838,8458036,-11.0,36,0.1196,L,2.0,2.0,0.0,0.0,0.12162,L,148.0,Reid Simpson,
40,2.0,11.0,,1,106,8,Sjodin,0,52,8458043,-21.0,48,0.45283,D,6.0,37.0,0.0,0.0,0.03493,R,229.0,Tommy Sjodin,
69,12.0,49.0,0.4,4,268,22,Slaney,0,99,8458048,-26.0,91,0.33955,D,9.0,38.0,1.0,4.0,0.05339,L,412.0,John Slaney,
193,38.0,158.0,0.33333,7,622,56,Slegr,0,838,8458052,32.0,249,0.40032,D,14.0,82.0,4.0,9.0,0.04895,L,1144.0,Jiri Slegr,
146,39.0,154.0,,5,644,49,Smehlik,0,415,8458058,62.0,195,0.30279,D,5.0,27.0,5.0,14.0,0.0704,L,696.0,Richard Smehlik,
377,191.0,443.0,0.48333,45,1056,274,Smolinski,2,606,8458069,46.0,651,0.61647,C,69.0,185.0,14.0,23.0,0.11111,R,2466.0,Bryan Smolinski,
0,0.0,0.0,,0,1,0,St. Amour,0,2,8458095,0.0,0,0.0,L,0.0,0.0,0.0,0.0,0.0,L,2.0,Martin St. Amour,
115,66.0,169.0,0.30882,10,644,75,Stevenson,1,969,8458125,-9.0,190,0.29503,R,8.0,19.0,1.0,2.0,0.09816,R,764.0,Turner Stevenson,
23,15.0,35.0,0.13636,4,202,16,Stewart,0,120,8458126,-15.0,39,0.19306,L,0.0,2.0,1.0,2.0,0.0829,L,193.0,Cameron Stewart,
1,0.0,1.0,,0,2,0,Sullivan,0,0,8458152,-1.0,1,0.5,R,0.0,0.0,0.0,0.0,0.0,R,2.0,Brian Sullivan,
82,39.0,108.0,0.5044,11,709,54,Sullivan,0,203,8458155,-105.0,136,0.19181,C,1.0,5.0,14.0,23.0,0.07594,L,711.0,Mike Sullivan,
14,1.0,6.0,,1,46,4,Svensson,0,31,8458163,4.0,18,0.3913,D,3.0,12.0,0.0,0.0,0.0404,L,99.0,Magnus Svensson,
409,54.0,268.0,0.3,10,1291,98,Sydor,2,755,8458172,21.0,507,0.39271,D,43.0,234.0,1.0,5.0,0.04984,L,1966.0,Darryl Sydor,
64,18.0,77.0,0.33333,4,644,21,Tamer,0,1183,8458179,-75.0,85,0.13198,D,0.0,3.0,3.0,5.0,0.0362,L,580.0,Chris Tamer,
11,5.0,14.0,,1,65,7,Tardif,0,78,8458183,-7.0,18,0.27692,C,2.0,4.0,0.0,0.0,0.07291,L,96.0,Patrice Tardif,
21,10.0,28.0,0.51097,0,149,11,Taylor,0,48,8458185,-5.0,32,0.21476,C,0.0,2.0,1.0,2.0,0.06321,L,174.0,Chris Taylor,
94,65.0,146.0,0.56897,11,746,73,Taylor,2,433,8458192,-66.0,167,0.22386,C,2.0,10.0,6.0,11.0,0.08352,L,874.0,Tim Taylor,
0,0.0,0.0,,0,1,0,Tepper,0,0,8458195,0.0,0,0.0,R,0.0,0.0,0.0,0.0,,R,0.0,Stephen Tepper,
130,19.0,133.0,0.0,6,764,29,Therien,1,585,8458202,130.0,159,0.20811,D,8.0,18.0,2.0,8.0,0.02868,L,1011.0,Chris Therien,
4,5.0,9.0,,0,63,6,Thomas,0,32,8458208,-4.0,10,0.15873,R,1.0,1.0,0.0,0.0,0.13043,R,46.0,John Thomas,
10,1.0,11.0,,0,121,1,Thompson,0,352,8458212,-32.0,11,0.0909,D,0.0,0.0,0.0,0.0,0.0147,L,68.0,Brent Thompson,
5,0.0,5.0,,0,23,0,Tichy,0,40,8458219,9.0,5,0.21739,D,0.0,0.0,0.0,0.0,0.0,L,19.0,Milan Tichy,
527,313.0,665.0,0.50729,72,1201,538,Tkachuk,8,2219,8458229,33.0,1065,0.88676,L,212.0,373.0,13.0,27.0,0.1524,L,3530.0,Keith Tkachuk,
3,1.0,3.0,,0,42,1,Tomlinson,0,28,8458234,-15.0,4,0.09523,C,0.0,0.0,0.0,1.0,0.02777,L,36.0,David Tomlinson,
0,0.0,0.0,,0,3,0,Turner,0,0,8458269,1.0,0,0.0,D,0.0,0.0,0.0,0.0,0.0,R,1.0,Brad Turner,
0,0.0,0.0,,0,1,0,Vachon,0,0,8458283,-1.0,0,0.0,C,0.0,0.0,0.0,0.0,,L,0.0,Nick Vachon,
0,0.0,0.0,,0,1,0,Vallis,0,0,8458287,0.0,0,0.0,R,0.0,0.0,0.0,0.0,,R,0.0,Lindsay Vallis,
41,4.0,36.0,,1,235,5,Vaske,0,253,8458300,31.0,46,0.19574,D,1.0,9.0,0.0,1.0,0.02304,L,217.0,Dennis Vaske,
4,0.0,2.0,,0,23,2,Viitakoski,0,8,8458314,-2.0,6,0.26086,L,2.0,4.0,0.0,0.0,0.07142,L,28.0,Vesa Viitakoski,
0,0.0,0.0,,0,8,0,Vitolinsh,0,4,8458321,0.0,0,0.0,C,0.0,0.0,0.0,0.0,0.0,L,7.0,Harije Vitolinsh,
5,0.0,4.0,,0,33,0,Von Stefenelli,0,23,8458327,-1.0,5,0.15151,D,0.0,1.0,0.0,0.0,0.0,L,22.0,Philip Von Stefenelli,
129,75.0,183.0,0.49305,15,537,95,Ward,4,431,8458347,43.0,224,0.41713,L,12.0,28.0,8.0,13.0,0.13249,R,717.0,Dixon Ward,
26,21.0,47.0,0.25,1,278,23,Ward,0,354,8458348,-17.0,49,0.17625,R,0.0,0.0,2.0,2.0,0.09663,R,238.0,Ed Ward,
755,196.0,588.0,0.49108,34,1238,278,Weight,6,970,8458361,-58.0,1033,0.83441,C,80.0,438.0,2.0,7.0,0.1047,L,2655.0,Doug Weight,
61,15.0,61.0,,6,320,19,Werenka,0,299,8458373,44.0,80,0.25,D,3.0,13.0,1.0,6.0,0.06785,L,280.0,Brad Werenka,
37,18.0,49.0,0.53361,2,220,23,White,0,36,8458385,-19.0,60,0.27272,C,5.0,9.0,0.0,2.0,0.12707,L,181.0,Peter White,
2,0.0,2.0,,0,21,0,Whyte,0,12,8458394,0.0,2,0.09523,R,0.0,0.0,0.0,0.0,0.0,R,7.0,Sean Whyte,
0,0.0,0.0,,0,2,0,Williams,0,10,8458412,0.0,0,0.0,R,0.0,0.0,0.0,0.0,0.0,L,1.0,Darryl Williams,
0,0.0,0.0,,0,2,0,Williams,0,4,8458418,0.0,0,0.0,R,0.0,0.0,0.0,0.0,,L,0.0,Sean Williams,
6,1.0,6.0,,0,33,1,Winnes,0,6,8458434,-4.0,7,0.21212,R,0.0,1.0,0.0,0.0,0.03846,R,26.0,Chris Winnes,
246,42.0,151.0,0.33333,15,718,68,Woolley,3,430,8458454,65.0,314,0.43732,D,26.0,163.0,0.0,0.0,0.06476,L,1050.0,Jason Woolley,
0,0.0,0.0,,0,5,0,Wortman,0,2,8458456,1.0,0,0.0,D,0.0,0.0,0.0,0.0,0.0,R,2.0,Kevin Wortman,
187,30.0,141.0,0.0,6,757,42,York,2,621,8458468,2.0,229,0.3025,D,12.0,81.0,0.0,7.0,0.03617,R,1161.0,Jason York,
7,6.0,13.0,,1,43,7,Young,0,32,8458469,-6.0,14,0.32558,R,1.0,1.0,0.0,0.0,0.16279,R,43.0,C.J. Young,
172,113.0,254.0,0.39507,20,798,139,Zamuner,2,467,8458477,-57.0,311,0.38972,L,7.0,26.0,19.0,31.0,0.0974,L,1427.0,Rob Zamuner,
0,0.0,0.0,,0,2,0,Zavisha,0,0,8458481,-2.0,0,0.0,L,0.0,0.0,0.0,0.0,0.0,L,1.0,Brad Zavisha,
177,90.0,231.0,0.0,16,595,117,Zelepukin,2,527,8458483,30.0,294,0.49411,L,24.0,60.0,3.0,3.0,0.11481,L,1019.0,Valeri Zelepukin,
3,3.0,6.0,,0,27,3,Zent,0,13,8458485,5.0,6,0.22222,L,0.0,0.0,0.0,0.0,0.13636,L,22.0,Jason Zent,
470,176.0,442.0,0.48761,34,807,249,Zhamnov,1,668,8458487,10.0,719,0.89095,C,64.0,255.0,9.0,22.0,0.11982,L,2078.0,Alexei Zhamnov,
53,9.0,51.0,1.0,0,467,11,Zmolek,0,905,8458492,-84.0,64,0.13704,D,2.0,11.0,0.0,2.0,0.03691,L,298.0,Doug Zmolek,
619,66.0,345.0,1.0,22,1068,152,Zubov,3,337,8458494,148.0,771,0.72191,D,81.0,408.0,5.0,18.0,0.06707,R,2266.0,Sergei Zubov,
53,6.0,38.0,,1,173,11,Williams,0,157,8458504,-37.0,64,0.36994,D,5.0,26.0,0.0,0.0,0.04313,R,255.0,David Williams,
17,10.0,23.0,,0,123,10,Ahola,0,137,8458507,2.0,27,0.21951,D,0.0,3.0,0.0,1.0,0.08695,L,115.0,Peter Ahola,
5,4.0,9.0,,1,94,4,Crowe,0,173,8458508,8.0,9,0.09574,R,0.0,0.0,0.0,0.0,0.14285,R,28.0,Philip Crowe,
493,254.0,593.0,0.56834,46,760,372,Lindros,6,1398,8458515,215.0,865,1.13815,C,111.0,263.0,7.0,9.0,0.16089,R,2312.0,Eric Lindros,
179,103.0,223.0,0.55319,14,575,143,Falloon,0,141,8458516,-66.0,322,0.56,R,39.0,95.0,1.0,4.0,0.11259,R,1270.0,Pat Falloon,
568,81.0,388.0,0.23076,39,1263,172,Niedermayer,13,784,8458517,167.0,740,0.5859,D,90.0,335.0,1.0,17.0,0.0706,L,2436.0,Scott Niedermayer,
112,23.0,107.0,0.5,3,819,31,Lachance,0,567,8458518,-76.0,143,0.1746,D,7.0,30.0,1.0,6.0,0.04366,L,710.0,Scott Lachance,
107,41.0,134.0,0.5,9,839,44,Ward,3,736,8458519,-41.0,151,0.17997,D,2.0,9.0,1.0,8.0,0.0648,R,679.0,Aaron Ward,
636,162.0,530.0,0.48364,43,708,249,Forsberg,4,690,8458520,238.0,885,1.25,C,71.0,323.0,16.0,32.0,0.14707,L,1693.0,Peter Forsberg,
5,2.0,7.0,,0,107,2,Stojanov,0,222,8458521,-12.0,7,0.06542,R,0.0,0.0,0.0,0.0,0.0625,L,32.0,Alek Stojanov,
139,29.0,136.0,0.28571,7,796,39,Matvichuk,3,624,8458522,46.0,178,0.22361,D,8.0,35.0,2.0,7.0,0.04681,L,833.0,Richard Matvichuk,
134,82.0,196.0,0.28342,16,634,101,Poulin,0,299,8458523,-30.0,235,0.37066,L,13.0,28.0,6.0,11.0,0.11952,L,845.0,Patrick Poulin,
200,118.0,274.0,0.52762,29,991,181,Lapointe,1,1417,8458524,-40.0,381,0.38446,R,59.0,102.0,4.0,5.0,0.11159,R,1622.0,Martin Lapointe,
419,211.0,458.0,0.46869,72,1256,342,Rolston,6,472,8458525,65.0,761,0.60589,R,98.0,260.0,33.0,43.0,0.08915,L,3836.0,Brian Rolston,
70,62.0,123.0,0.44068,13,613,79,Wright,3,854,8458526,-115.0,149,0.24306,C,14.0,23.0,3.0,3.0,0.11064,R,714.0,Tyler Wright,
206,50.0,170.0,0.33333,17,748,94,Boucher,1,702,8458527,57.0,300,0.40106,D,42.0,123.0,2.0,7.0,0.05724,R,1642.0,Philippe Boucher,
41,17.0,44.0,0.77777,4,134,28,Peake,0,105,8458528,3.0,69,0.51492,C,11.0,25.0,0.0,0.0,0.1081,R,259.0,Pat Peake,
599,288.0,631.0,0.44301,70,1316,430,Kovalev,8,1304,8458529,-31.0,1029,0.78191,R,133.0,380.0,9.0,18.0,0.11994,L,3585.0,Alex Kovalev,
474,263.0,533.0,0.38554,53,1117,395,Naslund,5,736,8458530,6.0,869,0.77797,L,126.0,328.0,6.0,8.0,0.12967,L,3046.0,Markus Naslund,
314,242.0,481.0,0.37558,55,1009,337,Murray,11,679,8458532,14.0,651,0.64519,R,86.0,155.0,9.0,15.0,0.13082,R,2576.0,Glen Murray,
0,0.0,0.0,,0,2,0,Sundblad,0,0,8458533,0.0,0,0.0,R,0.0,0.0,0.0,0.0,0.0,R,3.0,Niklas Sundblad,
371,165.0,412.0,0.42937,35,961,241,Rucinsky,2,821,8458534,46.0,612,0.63683,L,61.0,178.0,15.0,22.0,0.11167,L,2158.0,Martin Rucinsky,
4,0.0,4.0,0.66666,0,17,0,Halverson,0,28,8458535,-5.0,4,0.23529,R,0.0,0.0,0.0,0.0,0.0,L,16.0,Trevor Halverson,716.5882
262,138.0,331.0,0.45714,29,996,186,McAmmond,2,490,8458536,36.0,448,0.44979,C,40.0,103.0,8.0,14.0,0.12567,L,1480.0,Dean McAmmond,
679,268.0,633.0,0.45369,45,1330,385,Whitney,6,465,8458537,-79.0,1064,0.8,L,112.0,423.0,5.0,8.0,0.12664,R,3040.0,Ray Whitney,
74,47.0,102.0,0.44745,9,362,58,Corbet,0,420,8458538,23.0,132,0.36464,L,11.0,29.0,0.0,1.0,0.09369,L,619.0,Rene Corbet,
