assists,evGoals,evPoints,faceoffWinPct,gameWinningGoals,gamesPlayed,goals,lastName,otGoals,penaltyMinutes,playerId,plusMinus,points,pointsPerGame,positionCode,ppGoals,ppPoints,shGoals,shPoints,shootingPct,shootsCatches,shots,skaterFullName,timeOnIcePerGame
166,26.0,159.0,,3,786,34,Vasko,0,721,8449303,48.0,200,0.25445,D,4.0,32.0,4.0,9.0,,L,631.0,Moose Vasko,
1,1.0,2.0,,0,7,1,Veneruzzo,0,0,8449304,0.0,2,0.28571,L,0.0,0.0,0.0,0.0,0.14285,L,7.0,Gary Veneruzzo,
0,0.0,0.0,,0,3,0,Vipond,0,0,8449305,0.0,0,0.0,L,0.0,0.0,0.0,0.0,0.0,L,2.0,Pete Vipond,
0,,,,0,5,0,Vokes,0,0,8449306,,0,0.0,L,,,,,,L,,Ed Vokes,
8,10.0,16.0,,2,62,13,Volmar,0,26,8449307,-1.0,21,0.3387,R,3.0,5.0,0.0,0.0,0.17105,R,76.0,Doug Volmar,
71,20.0,66.0,,2,264,34,Voss,0,50,8449308,,105,0.39772,C,6.0,14.0,0.0,1.0,,L,,Carl Voss,
3,,,,0,17,1,Waite,0,4,8449309,,4,0.23529,C,,,,,,L,,Deacon Waite,
8,,,,1,84,5,Walker,0,16,8449310,,13,0.15476,L,,,,,,L,,Jack Walker,
5,4.0,8.0,,0,71,4,Walker,0,152,8449311,-2.0,9,0.12676,D,0.0,1.0,0.0,0.0,0.2,R,20.0,Kurt Walker,
0,0.0,0.0,,0,1,0,Mayer,0,4,8449312,0.0,0,0.0,D,0.0,0.0,0.0,0.0,,,0.0,Patrick Mayer,
270,60.0,200.0,,9,613,98,Maxwell,0,1292,8449315,-83.0,368,0.60032,D,37.0,166.0,1.0,2.0,0.06834,R,1434.0,Brad Maxwell,
77,16.0,81.0,,0,330,18,Maxwell,0,745,8449316,-44.0,95,0.28787,D,2.0,11.0,0.0,3.0,0.05187,L,347.0,Bryan Maxwell,
0,0.0,0.0,,0,4,0,Mayer,0,0,8449317,1.0,0,0.0,R,0.0,0.0,0.0,0.0,0.0,R,2.0,Jim Mayer,
15,6.0,20.0,,1,66,6,Maxwell,0,61,8449318,-27.0,21,0.31818,C,0.0,1.0,0.0,0.0,0.06741,,89.0,Kevin Maxwell,
7,9.0,16.0,,2,47,11,Mazur,0,20,8449319,-1.0,18,0.38297,R,1.0,1.0,1.0,1.0,0.16666,R,66.0,Jay Mazur,
132,86.0,201.0,,14,534,96,McAdam,0,243,8449320,-53.0,228,0.42696,R,8.0,21.0,2.0,6.0,0.11123,L,863.0,Gary McAdam,
55,19.0,55.0,,4,322,30,Wall,0,155,8449321,-52.0,85,0.26397,D,10.0,29.0,1.0,1.0,0.05847,L,513.0,Bob Wall,
0,0.0,0.0,,0,1,0,McCahill,0,0,8449325,0.0,0,0.0,D,0.0,0.0,0.0,0.0,,R,0.0,John McCahill,
172,73.0,199.0,,8,608,129,McBain,1,631,8449326,-145.0,301,0.49506,R,54.0,96.0,2.0,6.0,0.14675,R,879.0,Andrew McBain,
39,5.0,27.0,,1,211,10,McBean,0,168,8449328,-72.0,49,0.23222,D,4.0,20.0,1.0,2.0,0.03144,L,318.0,Wayne McBean,
0,0.0,0.0,,0,4,0,Walton,0,0,8449335,,0,0.0,C,0.0,0.0,0.0,0.0,,R,,Bobby Walton,
247,139.0,305.0,,31,588,201,Walton,0,357,8449337,-44.0,448,0.7619,C,62.0,143.0,0.0,0.0,0.12934,L,1554.0,Mike Walton,
1,0.0,1.0,,0,34,0,Ward,0,18,8449340,-1.0,1,0.02941,D,0.0,0.0,0.0,0.0,,L,11.0,Don Ward,
128,51.0,104.0,,28,528,147,Ward,4,463,8449341,,275,0.52083,R,9.0,17.0,4.0,9.0,,R,,Jimmy Ward,
191,52.0,171.0,,4,537,67,McCarthy,0,527,8449346,-37.0,258,0.48044,D,13.0,81.0,2.0,6.0,0.08312,R,806.0,Kevin McCarthy,
221,129.0,274.0,,28,460,178,McCarthy,2,330,8449348,52.0,399,0.86739,L,46.0,119.0,3.0,6.0,0.1916,L,929.0,Tom McCarthy,
0,2.0,2.0,,0,5,4,McCarthy,0,4,8449349,3.0,4,0.8,C,2.0,2.0,0.0,0.0,0.57142,L,7.0,Dan McCarthy,
63,35.0,95.0,,4,224,38,McClanahan,0,126,8449353,1.0,101,0.45089,C,1.0,4.0,2.0,2.0,0.12881,L,295.0,Rob McClanahan,
112,64.0,172.0,,8,588,68,McClelland,0,1670,8449354,-36.0,180,0.30612,R,0.0,3.0,4.0,5.0,0.11111,R,612.0,Kevin McClelland,
5,1.0,5.0,,0,89,2,Ward,0,6,8449357,-6.0,7,0.07865,C,0.0,1.0,1.0,1.0,0.03571,R,56.0,Ron Ward,
102,55.0,137.0,,14,324,60,Wares,1,161,8449359,,162,0.5,R,5.0,23.0,0.0,2.0,,R,,Eddie Wares,
3,3.0,6.0,,0,14,3,Warwick,0,16,8449360,,6,0.42857,L,0.0,0.0,0.0,0.0,,L,,Billy Warwick,
142,118.0,236.0,,17,395,147,Warwick,0,220,8449363,,289,0.73164,R,29.0,53.0,0.0,0.0,,R,,Grant Warwick,
34,13.0,19.0,,9,246,57,Wasnie,2,178,8449366,,91,0.36991,R,1.0,2.0,0.0,0.0,,R,,Nick Wasnie,
135,13.0,139.0,,2,877,17,Watson,0,2214,8449367,-106.0,152,0.17331,D,1.0,6.0,3.0,7.0,0.02281,R,745.0,Bryan Watson,
207,191.0,351.0,,36,809,236,Watson,0,150,8449369,,443,0.54758,L,45.0,91.0,0.0,1.0,,L,,Harry Watson,
19,3.0,20.0,,0,221,4,Watson,0,345,8449370,-81.0,23,0.10407,D,1.0,2.0,0.0,1.0,0.01532,L,261.0,Jim Watson,
178,35.0,191.0,,7,836,38,Watson,0,449,8449371,169.0,216,0.25837,D,3.0,17.0,0.0,8.0,0.03598,L,1056.0,Joe Watson,
265,123.0,354.0,,23,591,145,Watson,1,562,8449372,,410,0.69373,R,16.0,43.0,6.0,13.0,,R,,Phil Watson,
0,0.0,0.0,,0,4,0,Watts,0,0,8449373,0.0,0,0.0,L,0.0,0.0,0.0,0.0,,L,0.0,Brian Watts,
0,0.0,0.0,,0,4,0,Webster,0,0,8449374,,0,0.0,R,0.0,0.0,0.0,0.0,,R,,Aubrey Webster,
6,7.0,13.0,,1,27,7,Webster,0,28,8449376,,13,0.48148,L,0.0,0.0,0.0,0.0,,L,,Don Webster,
284,119.0,296.0,,19,532,194,McCourt,0,124,8449377,-67.0,478,0.89849,C,62.0,164.0,13.0,18.0,0.14349,R,1352.0,Dale McCourt,
0,0.0,0.0,,0,14,0,Webster,0,4,8449380,,0,0.0,C,0.0,0.0,0.0,0.0,,L,,Chick Webster,
162,48.0,114.0,,38,509,173,Weiland,3,149,8449381,,335,0.65815,C,12.0,32.0,4.0,6.0,,L,,Cooney Weiland,
0,,,,0,1,0,Wellington,0,0,8449382,,0,0.0,R,,,,,,R,,Alex Wellington,
68,13.0,40.0,,5,575,39,Wentworth,2,359,8449383,,107,0.18608,D,2.0,9.0,3.0,3.0,,R,,Cy Wentworth,
394,177.0,485.0,,25,1226,231,Westfall,0,544,8449384,82.0,625,0.50978,R,28.0,74.0,26.0,66.0,0.10552,R,2189.0,Ed Westfall,
281,195.0,399.0,,33,766,252,Wharram,0,220,8449385,167.0,533,0.69582,R,56.0,131.0,1.0,3.0,,R,1489.0,Kenny Wharram,
0,0.0,0.0,,0,1,0,Wharton,0,0,8449387,,0,0.0,D,0.0,0.0,0.0,0.0,,L,,Len Wharton,
0,0.0,0.0,,0,2,0,Wheldon,0,0,8449388,0.0,0,0.0,D,0.0,0.0,0.0,0.0,,R,0.0,Don Wheldon,
215,41.0,189.0,,5,604,50,White,0,495,8449389,159.0,265,0.43874,D,8.0,70.0,1.0,6.0,0.04699,R,1064.0,Bill White,
1,0.0,1.0,,0,4,0,White,0,2,8449390,,1,0.25,L,0.0,0.0,0.0,0.0,,L,,Moe White,
2,0.0,1.0,,0,4,0,White,0,0,8449391,,2,0.5,C,0.0,1.0,0.0,0.0,,L,,Sherman White,
14,,,,7,204,33,White,1,145,8449392,,47,0.23039,R,,,,,,R,,Tex White,
1,0.0,1.0,,0,32,0,Whitelaw,0,2,8449393,,1,0.03125,D,0.0,0.0,0.0,0.0,,L,,Bob Whitelaw,
0,0.0,0.0,,0,1,0,Whitlock,0,0,8449396,1.0,0,0.0,C,0.0,0.0,0.0,0.0,0.0,R,3.0,Bob Whitlock,
5,4.0,8.0,,0,28,5,McDougall,0,12,8449399,-2.0,10,0.35714,C,1.0,2.0,0.0,0.0,0.13513,R,37.0,William McDougall,
11,2.0,10.0,,0,63,5,McNeil,0,18,8449401,-4.0,16,0.25396,R,2.0,5.0,1.0,1.0,0.10869,L,46.0,Michael McNeil,
322,58.0,297.0,,15,1222,81,McCrimmon,0,1416,8449403,448.0,403,0.32978,D,15.0,77.0,8.0,29.0,0.05202,L,1557.0,Brad McCrimmon,
0,1.0,1.0,,0,12,1,McCreary,0,4,8449407,-6.0,1,0.08333,R,0.0,0.0,0.0,0.0,0.14285,,7.0,William McCreary,
0,0.0,0.0,,0,1,0,McCutcheon,0,2,8449410,-1.0,0,0.0,D,0.0,0.0,0.0,0.0,,R,0.0,Darwin McCutcheon,
26,32.0,57.0,,4,195,40,McDonough,0,67,8449412,-23.0,66,0.33846,C,3.0,4.0,5.0,5.0,0.17621,L,227.0,Hubie McDonough,
10,0.0,4.0,,0,50,2,McDonnell,0,34,8449414,-24.0,12,0.24,D,2.0,7.0,0.0,1.0,0.02439,R,82.0,Joe McDonnell,
0,0.0,0.0,,0,1,0,McDill,0,0,8449415,0.0,0,0.0,R,0.0,0.0,0.0,0.0,,R,0.0,Jeffrey McDill,
10,8.0,18.0,,0,61,8,McDougall,0,43,8449416,-30.0,18,0.29508,R,0.0,0.0,0.0,0.0,0.125,L,64.0,Mike McDougall,
0,0.0,0.0,,0,8,0,McDonald,0,4,8449418,-5.0,0,0.0,D,0.0,0.0,0.0,0.0,0.0,R,8.0,Girard McDonald,
296,64.0,233.0,,13,716,108,McEwen,0,460,8449420,-37.0,404,0.56424,D,43.0,168.0,1.0,3.0,0.06271,R,1722.0,Mike McEwen,
506,350.0,675.0,,54,1111,500,McDonald,0,899,8449423,39.0,1006,0.90549,R,139.0,316.0,11.0,15.0,0.14518,R,3444.0,Lanny McDonald,
16,1.0,16.0,,0,140,2,McKay,0,102,8449435,-55.0,18,0.12857,D,1.0,2.0,0.0,0.0,0.01526,L,131.0,Ray McKay,
36,11.0,45.0,,0,393,11,McIlhargey,0,1102,8449436,-52.0,47,0.11959,D,0.0,1.0,0.0,1.0,0.0582,L,189.0,Jack McIlhargey,
54,22.0,63.0,,2,351,24,McIntyre,0,516,8449439,-32.0,78,0.22222,C,0.0,3.0,2.0,12.0,0.12698,L,189.0,John McIntyre,
392,162.0,427.0,,24,955,214,McKechnie,0,469,8449440,-119.0,606,0.63455,C,35.0,145.0,17.0,34.0,0.13104,L,1633.0,Walt McKechnie,
55,15.0,68.0,,2,706,17,McGill,0,1766,8449442,-100.0,72,0.10198,D,0.0,0.0,2.0,4.0,0.03926,R,433.0,Bob McGill,
10,7.0,17.0,,1,57,7,McGeough,0,32,8449443,-14.0,17,0.29824,C,0.0,0.0,0.0,0.0,0.06034,L,116.0,James McGeough,
319,234.0,492.0,,28,912,320,McKegney,0,517,8449445,5.0,639,0.70065,L,77.0,137.0,9.0,10.0,0.15311,L,2090.0,Tony McKegney,
0,1.0,1.0,,0,20,1,McHugh,0,16,8449449,-8.0,1,0.05,L,0.0,0.0,0.0,0.0,0.08333,L,12.0,Michael McHugh,
201,125.0,305.0,0.23076,29,932,162,McKay,2,1731,8449450,88.0,363,0.38948,R,37.0,56.0,0.0,2.0,0.13388,R,1210.0,Randy McKay,
15,4.0,18.0,,0,151,4,McGill,0,391,8449453,1.0,19,0.12582,D,0.0,0.0,0.0,1.0,0.02777,R,144.0,Ryan McGill,
226,120.0,288.0,,21,574,144,Widing,0,208,8449455,-80.0,370,0.64459,C,24.0,82.0,0.0,0.0,0.11622,L,1239.0,Juha Widing,
1,1.0,2.0,,0,5,1,McLellan,0,0,8449456,-1.0,2,0.4,C,0.0,0.0,0.0,0.0,0.25,L,4.0,Todd McLellan,
6,3.0,9.0,,0,46,3,McKendry,0,21,8449457,-7.0,9,0.19565,L,0.0,0.0,0.0,0.0,0.08108,L,37.0,Alex McKendry,
1,0.0,1.0,,0,9,0,McFall,0,0,8449458,-6.0,1,0.11111,D,0.0,0.0,0.0,0.0,0.0,L,4.0,Dan McFall,
10,2.0,10.0,,2,47,3,McSween,0,55,8449461,2.0,13,0.27659,D,1.0,3.0,0.0,0.0,0.0566,L,53.0,Donald McSween,
0,1.0,1.0,,0,21,1,McRae,0,122,8449462,0.0,1,0.04761,L,0.0,0.0,0.0,0.0,1.0,L,1.0,Chris McRae,
21,13.0,31.0,,3,137,14,McRae,0,364,8449463,-59.0,35,0.25547,C,1.0,3.0,0.0,1.0,0.08695,R,161.0,Ken McRae,
249,176.0,392.0,,32,845,210,Smail,3,602,8451567,-35.0,459,0.54319,L,6.0,20.0,28.0,47.0,0.14788,L,1420.0,Doug Smail,
16,3.0,18.0,,0,229,4,Smyth,0,783,8451570,-24.0,20,0.08733,D,1.0,2.0,0.0,0.0,0.0303,R,132.0,Greg Smyth,
6,5.0,9.0,,0,35,5,Sobchuk,0,2,8451580,-10.0,11,0.31428,C,0.0,2.0,0.0,0.0,0.10204,L,49.0,Dennis Sobchuk,
20,13.0,26.0,,4,135,19,Solheim,0,34,8451584,-26.0,39,0.28888,L,6.0,13.0,0.0,0.0,0.09644,L,197.0,Ken Solheim,
195,31.0,206.0,,6,1033,38,Snepsts,0,2009,8451587,-59.0,233,0.22555,D,5.0,18.0,2.0,9.0,0.03941,L,964.0,Harold Snepsts,
54,22.0,66.0,,5,265,30,Snuggerud,0,127,8451596,-23.0,84,0.31698,L,1.0,5.0,7.0,13.0,0.07444,L,403.0,Dave Snuggerud,
5,4.0,9.0,,1,43,5,Songin,0,22,8451599,-2.0,10,0.23255,R,1.0,1.0,0.0,0.0,0.11904,R,42.0,Thomas Songin,
1,1.0,2.0,,0,4,1,Speers,0,0,8451600,2.0,2,0.5,C,0.0,0.0,0.0,0.0,0.16666,R,6.0,Ted Speers,
0,1.0,1.0,,0,3,1,Sommer,0,7,8451601,0.0,1,0.33333,C,0.0,0.0,0.0,0.0,1.0,L,1.0,Roy Sommer,
143,74.0,201.0,,8,553,80,Spencer,0,634,8451614,-52.0,223,0.40325,L,6.0,22.0,0.0,0.0,0.10088,L,793.0,Brian Spencer,
54,1.0,54.0,,0,259,1,Spring,0,80,8451621,-54.0,55,0.21235,D,0.0,0.0,0.0,1.0,0.00558,L,179.0,Don Spring,
42,26.0,61.0,,1,172,31,Spruce,0,111,8451623,-45.0,73,0.42441,L,5.0,12.0,0.0,0.0,0.13537,L,229.0,Andy Spruce,
372,60.0,312.0,,9,889,87,Stackhouse,0,824,8451624,35.0,459,0.51631,D,24.0,137.0,3.0,10.0,0.04884,R,1781.0,Ron Stackhouse,
0,0.0,0.0,,0,2,0,Srsen,0,0,8451628,0.0,0,0.0,R,0.0,0.0,0.0,0.0,0.0,L,2.0,Tomas Srsen,
11,14.0,23.0,,1,116,14,Stamler,0,16,8451629,-36.0,25,0.21551,L,0.0,1.0,0.0,1.0,0.112,,125.0,Lorne Stamler,
17,8.0,25.0,,4,189,8,Stanley,0,408,8451653,-3.0,25,0.13227,D,0.0,0.0,0.0,0.0,0.09195,L,87.0,Daryl Stanley,
49,10.0,44.0,,3,295,14,Stanton,1,262,8451657,-3.0,63,0.21355,D,4.0,18.0,0.0,1.0,0.03398,R,412.0,Paul Stanton,
111,47.0,129.0,0.46851,9,697,71,Stapleton,0,342,8451673,-104.0,182,0.26111,C,19.0,47.0,5.0,6.0,0.07836,R,906.0,Mike Stapleton,
1,0.0,1.0,,0,16,0,Starikov,0,8,8451680,-8.0,1,0.0625,D,0.0,0.0,0.0,0.0,0.0,L,6.0,Sergei Starikov,
1,0.0,1.0,,0,4,0,Staszak,0,7,8451686,-3.0,1,0.25,R,0.0,0.0,0.0,0.0,0.0,R,9.0,Ray Staszak,
173,84.0,218.0,,11,322,121,Stastny,0,110,8451687,9.0,294,0.91304,R,37.0,76.0,0.0,0.0,0.19145,L,632.0,Marian Stastny,
384,172.0,430.0,,31,650,252,Stastny,1,150,8451688,11.0,636,0.97846,L,80.0,206.0,0.0,0.0,0.17935,L,1405.0,Anton Stastny,
789,298.0,759.0,,54,977,450,Stastny,2,824,8451689,-15.0,1239,1.26816,C,145.0,466.0,7.0,14.0,0.18955,L,2374.0,Peter Stastny,
11,2.0,9.0,,1,42,5,Steen,0,22,8451691,-22.0,16,0.38095,C,3.0,7.0,0.0,0.0,0.08771,L,57.0,Anders Steen,
3,2.0,5.0,,0,18,2,Stephenson,0,4,8451696,-5.0,5,0.27777,R,0.0,0.0,0.0,0.0,0.15384,,13.0,Robert Stephenson,
553,178.0,547.0,,29,950,264,Steen,2,753,8451697,-69.0,817,0.86,C,73.0,245.0,13.0,25.0,0.12966,L,2036.0,Thomas Steen,
0,0.0,0.0,,0,1,0,Stefanski,0,0,8451699,-1.0,0,0.0,C,0.0,0.0,0.0,0.0,0.0,L,1.0,Bud Stefanski,
86,70.0,153.0,0.25,9,638,75,Stern,1,2077,8451709,-44.0,161,0.25235,R,2.0,3.0,3.0,5.0,0.09829,R,763.0,Ronnie Stern,
10,0.0,8.0,,0,53,0,Stevens,0,48,8451710,-1.0,10,0.18867,D,0.0,2.0,0.0,0.0,0.0,L,25.0,John Stevens,
397,195.0,471.0,0.41666,35,874,329,Stevens,4,1470,8451711,-103.0,726,0.83066,L,134.0,255.0,0.0,0.0,0.14114,L,2331.0,Kevin Stevens,
4,1.0,5.0,,0,23,1,Stevens,0,29,8451712,-3.0,5,0.21739,R,0.0,0.0,0.0,0.0,0.03846,L,26.0,Mike Stevens,
712,116.0,580.0,0.0,34,1635,196,Stevens,3,2785,8451715,395.0,908,0.55535,D,75.0,305.0,5.0,23.0,0.06053,L,3238.0,Scott Stevens,
2,0.0,2.0,,0,27,0,Stevenson,0,35,8451718,-8.0,2,0.07407,R,0.0,0.0,0.0,0.0,0.0,R,15.0,Shayne Stevenson,
4,6.0,10.0,,0,64,6,Stewart,0,243,8451719,-11.0,10,0.15625,L,0.0,0.0,0.0,0.0,0.13043,L,46.0,Allan Stewart,
0,0.0,0.0,,0,2,0,Stewart,0,0,8451720,-2.0,0,0.0,C,0.0,0.0,0.0,0.0,0.0,L,4.0,John Stewart,
0,2.0,2.0,,0,21,2,Stewart,0,74,8451722,-1.0,2,0.09523,R,0.0,0.0,0.0,0.0,0.22222,,9.0,Paul Stewart,
101,23.0,113.0,,1,575,27,Stewart,0,809,8451728,-257.0,128,0.2226,D,4.0,10.0,0.0,5.0,0.04891,,552.0,Bob Stewart,
0,1.0,1.0,,0,3,1,Stewart,0,0,8451729,0.0,1,0.33333,C,0.0,0.0,0.0,0.0,0.2,R,5.0,Ryan Stewart,
44,33.0,72.0,,2,229,34,Stewart,0,326,8451731,-72.0,78,0.34061,L,0.0,5.0,1.0,1.0,0.11371,,299.0,Blair Stewart,
64,7.0,66.0,,1,261,7,Stewart,0,424,8451732,13.0,71,0.27203,D,0.0,3.0,0.0,2.0,0.02857,R,245.0,Bill Stewart,
7,2.0,8.0,,0,30,2,Stiles,0,20,8451735,14.0,9,0.3,D,0.0,0.0,0.0,1.0,0.10526,,19.0,Tony Stiles,
2,2.0,3.0,,0,14,2,Stoltz,0,14,8451737,-3.0,4,0.28571,R,0.0,1.0,0.0,0.0,0.33333,R,6.0,Roland Stoltz,
187,105.0,257.0,,13,644,129,St. Laurent,0,749,8451741,5.0,316,0.49068,C,20.0,51.0,4.0,8.0,0.10904,R,1183.0,Andre St. Laurent,
4,7.0,11.0,,1,71,8,Stienburg,0,166,8451753,-18.0,12,0.16901,R,1.0,1.0,0.0,0.0,0.1,R,80.0,Trevor Stienburg,
2,0.0,2.0,,0,30,0,Stothers,0,65,8451758,-7.0,2,0.06666,D,0.0,0.0,0.0,0.0,0.0,L,3.0,Michael Stothers,
2,2.0,4.0,,0,15,2,Strong,0,6,8451763,-3.0,4,0.26666,L,0.0,0.0,0.0,0.0,0.08333,L,24.0,Ken Strong,
1,0.0,1.0,,0,5,0,Strueby,0,2,8451765,0.0,1,0.2,L,0.0,0.0,0.0,0.0,0.0,L,3.0,Todd Strueby,
191,191.0,330.0,,31,526,258,Stoughton,1,204,8451770,-93.0,449,0.85361,L,62.0,111.0,5.0,8.0,0.19486,L,1324.0,Blaine Stoughton,
5,3.0,8.0,,1,23,3,Stoyanovich,0,11,8451771,-1.0,8,0.34782,L,0.0,0.0,0.0,0.0,0.05,,60.0,Steve Stoyanovich,
785,373.0,840.0,0.55157,96,1346,564,Sundin,15,1093,8451774,73.0,1349,1.00222,C,160.0,453.0,31.0,56.0,0.14047,R,4015.0,Mats Sundin,
1,0.0,1.0,,0,6,0,Sturgeon,0,2,8451775,0.0,1,0.16666,L,0.0,0.0,0.0,0.0,0.0,L,5.0,Peter Sturgeon,
0,0.0,0.0,,0,2,0,Suikkanen,0,0,8451777,0.0,0,0.0,D,0.0,0.0,0.0,0.0,0.0,L,1.0,Kai Suikkanen,
168,118.0,242.0,,15,631,160,Sulliman,1,175,8451778,-142.0,328,0.5198,L,38.0,77.0,4.0,9.0,0.14084,L,1136.0,Doug Sulliman,
54,21.0,52.0,,3,126,28,Sullivan,0,40,8451781,-62.0,82,0.65079,C,7.0,30.0,0.0,0.0,0.13461,R,208.0,Peter Sullivan,
19,13.0,31.0,,0,62,18,Sullivan,0,18,8451782,-16.0,37,0.59677,L,5.0,6.0,0.0,0.0,0.19354,L,93.0,Robert Sullivan,
40,34.0,69.0,,4,151,36,Summanen,0,35,8451783,6.0,76,0.50331,R,2.0,7.0,0.0,0.0,0.20571,L,175.0,Raimo Summanen,
83,56.0,137.0,,8,338,61,Sundstrom,1,122,8451784,-24.0,144,0.42603,L,0.0,2.0,5.0,5.0,0.11821,L,516.0,Peter Sundstrom,
369,143.0,393.0,,19,679,219,Sundstrom,1,349,8451786,-24.0,588,0.86597,C,70.0,183.0,6.0,12.0,0.15778,L,1388.0,Patrik Sundstrom,
341,36.0,229.0,0.0,12,1028,58,Svoboda,1,1605,8451789,206.0,399,0.38813,D,21.0,162.0,1.0,8.0,0.04461,L,1300.0,Petr Svoboda,
166,131.0,281.0,,20,874,149,Sutter,0,1411,8451791,11.0,315,0.36041,R,8.0,15.0,10.0,19.0,0.105,R,1419.0,Rich Sutter,
330,162.0,449.0,0.52187,34,1093,205,Sutter,3,1354,8451793,53.0,535,0.48947,C,29.0,57.0,14.0,29.0,0.12202,R,1680.0,Ron Sutter,
466,236.0,572.0,0.51091,47,1111,363,Sutter,2,1054,8451794,166.0,829,0.74617,C,109.0,229.0,18.0,28.0,0.1515,R,2396.0,Brent Sutter,
333,193.0,435.0,,29,779,303,Sutter,2,1786,8451799,-66.0,636,0.81643,L,107.0,194.0,3.0,7.0,0.17982,L,1685.0,Brian Sutter,
203,122.0,300.0,,10,731,139,Sutter,0,1333,8451800,25.0,342,0.46785,R,17.0,42.0,0.0,0.0,0.11829,R,1175.0,Duane Sutter,
118,116.0,208.0,,17,406,161,Sutter,0,286,8451801,-11.0,279,0.68719,C,42.0,68.0,3.0,3.0,0.19491,L,826.0,Darryl Sutter,
16,2.0,14.0,,0,64,4,Suzor,0,60,8451802,-33.0,20,0.3125,D,2.0,6.0,0.0,0.0,0.04301,L,93.0,Mark Suzor,
40,6.0,34.0,,0,121,6,Svensson,0,49,8451803,-12.0,46,0.38016,D,0.0,11.0,0.0,1.0,0.05309,L,113.0,Leif Svensson,
641,105.0,343.0,0.4,18,1145,203,Suter,1,1349,8451804,126.0,844,0.73711,D,90.0,478.0,8.0,23.0,0.06567,L,3091.0,Gary Suter,
80,19.0,76.0,,3,388,23,Sutton,0,338,8451805,-14.0,103,0.26546,D,4.0,26.0,0.0,1.0,0.0518,L,444.0,Ken Sutton,
221,42.0,233.0,0.0,12,1115,52,Sweeney,1,681,8451819,112.0,273,0.24484,D,6.0,30.0,4.0,10.0,0.03945,L,1318.0,Don Sweeney,
163,90.0,221.0,,24,639,125,Sweeney,8,804,8451820,-29.0,288,0.4507,C,21.0,45.0,14.0,22.0,0.14108,R,886.0,Bob Sweeney,
83,43.0,105.0,0.0,12,291,55,Sweeney,2,123,8451827,13.0,138,0.47422,R,11.0,28.0,1.0,5.0,0.1436,L,383.0,Tim Sweeney,
85,65.0,140.0,,8,456,79,Sykes,1,519,8451828,-61.0,164,0.35964,L,5.0,11.0,9.0,13.0,0.15399,L,513.0,Phil Sykes,
2,0.0,2.0,,0,15,0,Taft,0,4,8451835,2.0,2,0.13333,D,0.0,0.0,0.0,0.0,0.0,L,13.0,John Taft,
74,15.0,74.0,,2,451,18,Taglianetti,1,1106,8451836,22.0,92,0.20399,D,3.0,14.0,0.0,4.0,0.04128,L,436.0,Peter Taglianetti,
48,11.0,35.0,,2,161,21,Tatarinov,0,184,8451840,10.0,69,0.42857,D,9.0,29.0,1.0,5.0,0.0544,L,386.0,Mikhail Tatarinov,
1,0.0,1.0,,0,9,0,Talakoski,0,33,8451844,1.0,1,0.11111,R,0.0,0.0,0.0,0.0,0.0,R,7.0,Ron Talakoski,
32,13.0,41.0,0.5,0,134,17,Tancill,0,54,8451849,-30.0,49,0.36567,R,1.0,4.0,3.0,4.0,0.08808,L,193.0,Chris Tancill,
0,0.0,0.0,,0,2,0,Tanguay,0,0,8451850,0.0,0,0.0,R,0.0,0.0,0.0,0.0,,R,0.0,Christian Tanguay,
154,76.0,193.0,,13,497,104,Talafous,0,163,8451851,-76.0,258,0.51911,C,23.0,58.0,5.0,7.0,0.13866,R,750.0,Dean Talafous,
238,56.0,218.0,,17,642,98,Tallon,0,568,8451853,-113.0,336,0.52336,D,40.0,112.0,2.0,6.0,0.0765,L,1281.0,Dale Tallon,
207,139.0,276.0,,23,517,194,Tardif,0,445,8451856,23.0,401,0.77562,L,55.0,125.0,0.0,0.0,0.16454,L,1179.0,Marc Tardif,
150,117.0,221.0,,16,553,160,Tambellini,0,105,8451857,-130.0,310,0.56057,C,39.0,85.0,4.0,4.0,0.14638,L,1093.0,Steve Tambellini,
273,167.0,342.0,,29,697,287,Tanti,3,661,8451858,-69.0,560,0.80344,R,118.0,215.0,2.0,3.0,0.1564,L,1835.0,Tony Tanti,
0,0.0,0.0,,0,5,0,Terry,0,0,8451861,-4.0,0,0.0,C,0.0,0.0,0.0,0.0,0.0,R,3.0,William Terry,
3,1.0,4.0,,0,42,1,Thomlinson,0,50,8451862,-16.0,4,0.09523,L,0.0,0.0,0.0,0.0,0.02857,L,35.0,Dave Thomlinson,
22,12.0,32.0,,2,141,15,Tomlak,0,103,8451863,-6.0,37,0.26241,C,1.0,2.0,2.0,3.0,0.10344,L,145.0,Mike Tomlak,
638,304.0,743.0,,47,1111,431,Taylor,3,1589,8451866,186.0,1069,0.96219,R,123.0,319.0,4.0,7.0,0.17832,R,2417.0,Dave Taylor,
68,30.0,84.0,,5,209,42,Taylor,0,73,8451867,-6.0,110,0.52631,C,9.0,23.0,3.0,3.0,0.16279,L,258.0,Mark Taylor,
148,33.0,126.0,,5,663,52,Tinordi,0,1514,8451869,6.0,200,0.30165,D,18.0,64.0,1.0,10.0,0.06372,L,816.0,Mark Tinordi,
35,21.0,54.0,,1,166,23,Taylor,0,184,8451870,-40.0,58,0.34939,L,2.0,4.0,0.0,0.0,0.09543,L,241.0,Ted Taylor,
