assists,evGoals,evPoints,faceoffWinPct,gameWinningGoals,gamesPlayed,goals,lastName,otGoals,penaltyMinutes,playerId,plusMinus,points,pointsPerGame,positionCode,ppGoals,ppPoints,shGoals,shPoints,shootingPct,shootsCatches,shots,skaterFullName,timeOnIcePerGame
126,28.0,129.0,,4,930,30,Ladouceur,0,1322,8448616,-109.0,156,0.16774,D,2.0,20.0,0.0,7.0,0.03891,L,771.0,Randy Ladouceur,
13,1.0,14.0,,1,90,2,Salovaara,0,70,8448617,-19.0,15,0.16666,D,1.0,1.0,0.0,0.0,0.02631,R,76.0,Barry Salovaara,
0,0.0,0.0,,0,2,0,Samis,0,0,8448618,,0,0.0,D,0.0,0.0,0.0,0.0,,R,,Phil Samis,
413,287.0,594.0,0.37931,65,967,406,LeClair,5,501,8448622,204.0,819,0.84694,L,118.0,224.0,1.0,1.0,0.15549,L,2611.0,John LeClair,
0,0.0,0.0,,0,14,0,Laforge,0,64,8448623,-3.0,0,0.0,D,0.0,0.0,0.0,0.0,,L,0.0,Marc Laforge,
793,404.0,929.0,,98,1126,560,Lafleur,0,399,8448624,446.0,1353,1.20159,R,153.0,419.0,3.0,5.0,0.15927,R,3516.0,Guy Lafleur,
545,301.0,613.0,0.54278,59,865,468,LaFontaine,4,552,8448626,-6.0,1013,1.17109,C,156.0,389.0,11.0,11.0,0.17567,R,2664.0,Pat LaFontaine,
53,18.0,46.0,,2,146,34,Lafreniere,0,22,8448627,-15.0,87,0.59589,C,16.0,41.0,0.0,0.0,0.2,R,170.0,Jason Lafreniere,
0,0.0,0.0,,0,5,1,Laforest,0,2,8448631,-4.0,1,0.2,R,1.0,1.0,0.0,0.0,0.06666,R,15.0,Bob Laforest,
88,17.0,99.0,,3,687,17,Lalor,0,677,8448633,-12.0,105,0.15283,D,0.0,3.0,0.0,3.0,0.02941,L,578.0,Mike Lalor,
0,0.0,0.0,,0,1,0,Laird,0,0,8448636,-2.0,0,0.0,L,0.0,0.0,0.0,0.0,,L,0.0,Robbie Laird,
139,22.0,143.0,,3,705,25,Laidlaw,0,717,8448637,-4.0,164,0.23262,D,2.0,10.0,1.0,11.0,0.05144,L,486.0,Tom Laidlaw,
210,97.0,257.0,,11,641,124,Lalonde,0,298,8448640,-38.0,334,0.52106,C,24.0,70.0,3.0,7.0,0.13052,L,950.0,Bobby Lalonde,
100,34.0,116.0,,6,403,46,Lamb,1,291,8448641,-81.0,146,0.36228,C,11.0,26.0,1.0,4.0,0.09426,L,488.0,Mark Lamb,
78,35.0,104.0,,3,397,45,Lalonde,0,106,8448642,-104.0,123,0.30982,C,6.0,11.0,4.0,8.0,0.11688,L,385.0,Ron Lalonde,
107,11.0,112.0,,1,513,12,Langevin,0,530,8448643,103.0,119,0.23196,D,0.0,0.0,1.0,7.0,0.02385,L,503.0,Dave Langevin,
273,144.0,358.0,,36,683,206,Lambert,0,340,8448644,142.0,479,0.70131,L,61.0,120.0,1.0,1.0,0.19826,L,1039.0,Yvon Lambert,
94,17.0,107.0,,2,539,19,Lane,0,1228,8448649,-16.0,113,0.20964,D,1.0,1.0,1.0,5.0,0.04166,L,456.0,Gord Lane,
278,39.0,274.0,,9,994,51,Langway,0,851,8448651,276.0,329,0.33098,D,9.0,42.0,3.0,13.0,0.04122,L,1237.0,Rod Langway,
5,0.0,5.0,,0,22,0,Lamby,0,22,8448652,-3.0,5,0.22727,D,0.0,0.0,0.0,0.0,0.0,R,25.0,Dick Lamby,
1,3.0,4.0,,0,22,3,Langevin,0,22,8448654,1.0,4,0.18181,L,0.0,0.0,0.0,0.0,0.21428,L,14.0,Chris Langevin,
66,57.0,114.0,,6,283,58,Lambert,0,521,8448655,-20.0,124,0.43816,R,1.0,10.0,0.0,0.0,0.16714,R,347.0,Lane Lambert,
9,9.0,16.0,,1,73,11,Lamoureux,0,59,8448656,-18.0,20,0.27397,C,0.0,1.0,2.0,3.0,0.11578,L,95.0,Mitch Lamoureux,
0,0.0,0.0,,0,9,0,Landon,0,2,8448657,-3.0,0,0.0,L,0.0,0.0,0.0,0.0,0.0,R,10.0,Larry Landon,
0,0.0,0.0,,0,7,0,Lappin,0,2,8448662,-5.0,0,0.0,R,0.0,0.0,0.0,0.0,0.0,R,10.0,Peter Lappin,
0,0.0,0.0,,0,1,0,Larter,0,0,8448663,-1.0,0,0.0,C,0.0,0.0,0.0,0.0,0.0,L,2.0,Tyler Larter,
67,36.0,95.0,,8,323,44,Lauer,1,218,8448664,-15.0,111,0.34365,R,5.0,13.0,3.0,3.0,0.09865,L,446.0,Brad Lauer,
16,11.0,26.0,,2,105,16,Lanthier,1,29,8448665,-36.0,32,0.30476,R,5.0,6.0,0.0,0.0,0.18604,R,86.0,Jean-Marc Lanthier,
221,24.0,133.0,,7,569,65,Lanz,1,448,8448667,-102.0,286,0.50263,D,41.0,149.0,0.0,4.0,0.05042,R,1289.0,Rick Lanz,
475,102.0,399.0,0.46665,31,921,169,Larionov,1,474,8448669,104.0,644,0.69923,C,57.0,222.0,10.0,23.0,0.16156,L,1046.0,Igor Larionov,
250,142.0,338.0,,21,598,202,Sanderson,0,911,8448671,141.0,452,0.75585,C,26.0,58.0,34.0,56.0,0.12998,L,1554.0,Derek Sanderson,
178,104.0,259.0,0.5353,18,879,127,Lapointe,1,721,8448674,-61.0,305,0.34698,C,6.0,19.0,17.0,27.0,0.12026,L,1056.0,Claude Lapointe,
23,6.0,23.0,,0,218,8,Luongo,0,176,8448675,-73.0,31,0.1422,D,2.0,6.0,0.0,2.0,0.04301,R,186.0,Chris Luongo,
23,11.0,32.0,,1,102,14,Lazaro,0,114,8448676,3.0,37,0.36274,L,1.0,2.0,2.0,3.0,0.08917,L,157.0,Jeff Lazaro,
36,8.0,33.0,,1,92,12,Latal,0,24,8448677,-14.0,48,0.52173,D,4.0,15.0,0.0,0.0,0.07407,L,162.0,Jiri Latal,
9,10.0,17.0,,0,70,10,Larose,0,63,8448678,-18.0,19,0.27142,C,0.0,2.0,0.0,0.0,0.11235,L,89.0,Guy Larose,
0,0.0,0.0,,0,12,0,Laviolette,0,6,8448679,2.0,0,0.0,D,0.0,0.0,0.0,0.0,0.0,L,2.0,Peter Laviolette,
16,9.0,24.0,,0,78,9,LaVarre,0,58,8448680,2.0,25,0.32051,R,0.0,1.0,0.0,0.0,0.13846,R,65.0,Mark LaVarre,
1,0.0,1.0,,0,8,0,Larocque,0,18,8448682,-4.0,1,0.125,D,0.0,0.0,0.0,0.0,0.0,L,2.0,Denis Larocque,
8,3.0,10.0,,1,36,4,Latta,0,4,8448686,-12.0,12,0.33333,L,1.0,2.0,0.0,0.0,0.08888,L,45.0,David Latta,
7,11.0,17.0,,0,67,12,Laxdal,0,88,8448687,-18.0,19,0.28358,R,1.0,2.0,0.0,0.0,0.17391,R,69.0,Derek Laxdal,
1,0.0,1.0,,0,4,0,Lauen,0,0,8448688,0.0,1,0.25,R,0.0,0.0,0.0,0.0,0.0,R,3.0,Mike Lauen,
154,77.0,196.0,,17,483,112,Lawton,2,401,8448689,-44.0,266,0.55072,C,35.0,68.0,0.0,2.0,0.13461,L,832.0,Brian Lawton,
77,39.0,107.0,,5,239,49,Lawless,0,54,8448691,-30.0,126,0.52719,L,10.0,19.0,0.0,0.0,0.09683,L,506.0,Paul Lawless,
7,4.0,8.0,,0,25,4,Larose,0,2,8448692,-4.0,11,0.44,L,0.0,3.0,0.0,0.0,0.08,R,50.0,Claude Larose,
451,108.0,349.0,,22,884,171,Lapointe,0,893,8448694,329.0,622,0.70361,D,59.0,258.0,4.0,15.0,0.069,L,2478.0,Guy Lapointe,
175,38.0,194.0,,6,664,44,Lapointe,0,831,8448695,57.0,219,0.32981,D,5.0,23.0,1.0,2.0,0.05804,L,758.0,Rick Lapointe,
0,0.0,0.0,,0,1,0,Latos,0,0,8448699,-1.0,0,0.0,R,0.0,0.0,0.0,0.0,,R,0.0,Jim Latos,
57,4.0,51.0,,0,219,6,Lariviere,0,167,8448701,39.0,63,0.28767,D,2.0,9.0,0.0,3.0,0.03,R,200.0,Garry Lariviere,
571,255.0,590.0,,60,1006,441,Larmer,1,532,8448703,203.0,1012,1.00596,R,162.0,367.0,24.0,55.0,0.1571,L,2807.0,Steve Larmer,
51,30.0,72.0,,1,158,37,Larmer,0,55,8448706,-21.0,88,0.55696,L,7.0,16.0,0.0,0.0,0.14285,L,259.0,Jeff Larmer,
188,132.0,301.0,0.46897,17,931,148,Foligno,1,950,8475220,35.0,336,0.3609,L,11.0,26.0,5.0,9.0,0.13577,L,1090.0,Marcus Foligno,851.3168
153,25.0,111.0,0.5,3,473,47,Vatanen,0,212,8475222,-5.0,200,0.42283,D,21.0,86.0,1.0,3.0,0.05465,R,860.0,Sami Vatanen,1248.0465
30,7.0,31.0,0.42948,2,138,14,Vey,0,24,8475223,-19.0,44,0.31884,R,7.0,12.0,0.0,1.0,0.12727,R,110.0,Linden Vey,824.4057
3,4.0,6.0,0.40243,1,50,4,Szwarz,0,25,8475224,-12.0,7,0.14,C,0.0,1.0,0.0,0.0,0.07407,R,54.0,Jordan Szwarz,598.7
232,172.0,363.0,0.40536,32,987,220,Smith,3,395,8475225,88.0,452,0.45795,C,48.0,89.0,0.0,0.0,0.09486,R,2319.0,Craig Smith,841.4346
58,16.0,54.0,,5,291,20,Wideman,0,252,8475227,-27.0,78,0.26804,D,4.0,24.0,0.0,0.0,0.05434,R,368.0,Chris Wideman,832.725
156,110.0,250.0,0.51938,21,978,124,Cizikas,0,457,8475231,-1.0,280,0.28629,C,1.0,7.0,13.0,23.0,0.10535,L,1177.0,Casey Cizikas,794.4161
188,48.0,210.0,1.0,7,870,54,Savard,0,467,8475233,-29.0,242,0.27816,D,6.0,25.0,0.0,7.0,0.04766,R,1133.0,David Savard,1215.2195
53,50.0,101.0,0.34693,7,708,53,Deslauriers,0,799,8475235,-108.0,106,0.14971,L,0.0,0.0,3.0,5.0,0.07464,L,710.0,Nicolas Deslauriers,613.2231
146,88.0,215.0,0.50698,18,701,110,Eakin,2,278,8475236,-25.0,256,0.36519,C,12.0,26.0,10.0,15.0,0.10826,L,1016.0,Cody Eakin,916.4764
0,0.0,0.0,,0,1,0,Bourque,0,0,8475243,-1.0,0,0.0,C,0.0,0.0,0.0,0.0,0.0,L,1.0,Ryan Bourque,709.0
52,28.0,70.0,,7,360,28,Connauton,1,188,8475246,5.0,80,0.22222,D,0.0,8.0,0.0,2.0,0.05622,L,498.0,Kevin Connauton,942.8944
13,4.0,17.0,0.49691,0,113,4,Latta,0,130,8475247,4.0,17,0.15044,C,0.0,0.0,0.0,0.0,0.06779,R,59.0,Michael Latta,489.9911
1,3.0,3.0,,1,34,3,Urbom,0,28,8475248,-1.0,4,0.11764,D,0.0,0.0,0.0,1.0,0.125,L,24.0,Alexander Urbom,838.0882
31,13.0,41.0,0.51162,1,128,17,Nestrasil,0,18,8475250,0.0,48,0.375,C,4.0,7.0,0.0,0.0,0.07943,L,214.0,Andrej Nestrasil,805.0546
6,2.0,8.0,0.375,0,87,2,Wilson,0,47,8475253,-4.0,8,0.09195,L,0.0,0.0,0.0,0.0,0.02127,L,94.0,Garrett Wilson,501.5632
5,4.0,9.0,0.50786,0,90,4,Dumont,0,48,8475254,0.0,9,0.1,C,0.0,0.0,0.0,0.0,0.0396,R,101.0,Gabriel Dumont,564.2666
8,4.0,12.0,0.51903,0,52,4,Knight,0,4,8475260,-3.0,12,0.23076,C,0.0,0.0,0.0,0.0,0.125,R,32.0,Corban Knight,557.9807
1,1.0,2.0,0.525,0,15,1,Megan,0,2,8475263,-3.0,2,0.13333,C,0.0,0.0,0.0,0.0,0.04347,L,23.0,Wade Megan,485.6
13,6.0,18.0,0.42944,1,84,6,Horak,0,16,8475264,-3.0,19,0.22619,C,0.0,0.0,0.0,1.0,0.07228,L,83.0,Roman Horak,672.0238
10,7.0,17.0,0.22222,1,95,7,Vincour,0,12,8475266,-9.0,17,0.17894,C,0.0,0.0,0.0,0.0,0.06666,R,105.0,Tomas Vincour,576.3684
63,36.0,97.0,0.35937,6,413,40,Bourque,0,75,8475268,-18.0,103,0.24939,L,3.0,4.0,1.0,2.0,0.09237,L,433.0,Gabriel Bourque,711.2542
0,0.0,0.0,,0,1,0,Klementyev,0,0,8475270,0.0,0,0.0,D,0.0,0.0,0.0,0.0,,R,0.0,Anton Klementyev,380.0
3,1.0,4.0,,0,50,1,Helgeson,0,50,8475274,1.0,4,0.08,D,0.0,0.0,0.0,0.0,0.04347,L,23.0,Seth Helgeson,819.1
3,0.0,3.0,,0,9,0,Wey,0,5,8475275,0.0,3,0.33333,D,0.0,0.0,0.0,0.0,0.0,R,5.0,Patrick Wey,875.1111
13,7.0,20.0,0.47941,0,141,7,Froese,0,57,8475278,-15.0,20,0.14184,C,0.0,0.0,0.0,0.0,0.04575,R,153.0,Byron Froese,696.2907
135,47.0,178.0,,6,805,50,Chiarot,4,602,8475279,-67.0,185,0.22981,D,3.0,5.0,0.0,2.0,0.045,L,1111.0,Ben Chiarot,1164.867
2,2.0,4.0,0.5,0,21,2,MacDermid,0,36,8475283,0.0,4,0.19047,L,0.0,0.0,0.0,0.0,0.18181,L,11.0,Lane MacDermid,356.619
208,129.0,295.0,0.52212,23,840,167,Haula,1,447,8475287,33.0,375,0.44642,L,29.0,65.0,9.0,15.0,0.11469,L,1456.0,Erik Haula,900.3059
0,0.0,0.0,0.0,0,1,0,Mitchell,0,0,8475291,0.0,0,0.0,R,0.0,0.0,0.0,0.0,,R,0.0,Garrett Mitchell,528.0
0,6.0,6.0,,1,27,6,Randell,0,47,8475292,-2.0,6,0.22222,R,0.0,0.0,0.0,0.0,0.33333,R,18.0,Tyler Randell,418.9629
0,0.0,0.0,,0,6,0,Rissanen,0,4,8475294,-5.0,0,0.0,D,0.0,0.0,0.0,0.0,0.0,L,3.0,Rasmus Rissanen,898.6666
2,2.0,4.0,0.5,0,20,2,Kozun,0,6,8475295,-3.0,4,0.2,R,0.0,0.0,0.0,0.0,0.25,R,8.0,Brandon Kozun,474.65
0,0.0,0.0,,0,5,0,Callahan,0,0,8475296,0.0,0,0.0,R,0.0,0.0,0.0,0.0,0.0,R,2.0,Mitch Callahan,435.2
0,1.0,1.0,0.47204,0,24,1,Timmins,0,12,8475304,-10.0,1,0.04166,C,0.0,0.0,0.0,0.0,0.05263,L,19.0,Scott Timmins,646.125
2,1.0,3.0,0.25,0,31,1,D'Amigo,0,2,8475309,-5.0,3,0.09677,R,0.0,0.0,0.0,0.0,0.05263,L,19.0,Jerry D'Amigo,512.0967
13,10.0,23.0,0.4,3,99,10,McKenzie,0,131,8475310,-1.0,23,0.23232,L,0.0,0.0,0.0,0.0,0.08264,L,121.0,Curtis McKenzie,650.5858
241,225.0,415.0,0.4818,47,923,308,Lee,1,546,8475314,21.0,549,0.59479,L,83.0,134.0,0.0,0.0,0.13287,L,2318.0,Anders Lee,977.5243
9,8.0,17.0,0.47288,0,97,8,Varone,0,26,8475321,-20.0,17,0.17525,C,0.0,0.0,0.0,0.0,0.1,L,80.0,Phil Varone,592.5463
85,38.0,116.0,0.5048,8,520,38,Kruger,0,234,8475323,5.0,123,0.23653,C,0.0,5.0,0.0,2.0,0.0628,L,605.0,Marcus Kruger,790.7942
146,26.0,167.0,,1,694,26,Jensen,0,164,8475324,33.0,172,0.24783,D,0.0,2.0,0.0,3.0,0.03412,R,762.0,Nick Jensen,1121.0028
28,24.0,52.0,0.19354,3,375,24,Nolan,0,347,8475325,-24.0,52,0.13866,C,0.0,0.0,0.0,0.0,0.08026,L,299.0,Jordan Nolan,566.2293
0,0.0,0.0,0.6,0,2,0,Sexton,0,0,8475328,-1.0,0,0.0,C,0.0,0.0,0.0,0.0,0.0,R,1.0,Ben Sexton,616.5
0,1.0,1.0,,0,2,1,Almquist,0,0,8475332,-1.0,1,0.5,D,0.0,0.0,0.0,0.0,0.5,L,2.0,Adam Almquist,1033.0
1,2.0,3.0,,2,16,2,Lauridsen,0,44,8475342,-1.0,3,0.1875,D,0.0,0.0,0.0,0.0,0.125,L,16.0,Oliver Lauridsen,890.4375
108,80.0,178.0,0.50733,18,657,89,Dowd,1,380,8475343,18.0,197,0.29984,C,2.0,10.0,7.0,9.0,0.13403,R,664.0,Nic Dowd,792.1293
0,0.0,0.0,0.3924,0,15,0,Engqvist,0,4,8475372,-1.0,0,0.0,C,0.0,0.0,0.0,0.0,0.0,R,4.0,Andreas Engqvist,421.8
2,2.0,4.0,0.45893,0,36,2,Pyorala,0,10,8475381,-3.0,4,0.11111,C,0.0,0.0,0.0,0.0,0.04878,L,41.0,Mika Pyorala,815.6944
0,0.0,0.0,,0,2,0,Konan,0,0,8475395,0.0,0,0.0,D,0.0,0.0,0.0,0.0,0.0,L,4.0,Matthew Konan,955.5
17,9.0,24.0,0.48773,1,154,9,Dowling,0,24,8475413,-23.0,26,0.16883,C,0.0,2.0,0.0,0.0,0.0687,L,131.0,Justin Dowling,634.3246
5,2.0,7.0,0.50684,0,63,3,Cunningham,0,6,8475414,-8.0,8,0.12698,L,0.0,0.0,1.0,1.0,0.04225,R,71.0,Craig Cunningham,622.7936
8,5.0,13.0,0.0,0,55,6,Archibald,0,26,8475423,-3.0,14,0.25454,R,0.0,0.0,1.0,1.0,0.12244,L,49.0,Darren Archibald,670.309
34,13.0,46.0,0.0,4,255,14,Manning,0,254,8475430,-18.0,48,0.18823,D,0.0,1.0,1.0,1.0,0.0432,L,324.0,Brandon Manning,1006.3058
1,0.0,1.0,0.0,0,8,0,Liambas,0,21,8475436,-1.0,1,0.125,L,0.0,0.0,0.0,0.0,0.0,L,3.0,Mike Liambas,312.875
185,38.0,216.0,,8,1056,42,Dillon,0,1014,8475455,61.0,227,0.21496,D,0.0,1.0,4.0,10.0,0.03939,L,1066.0,Brenden Dillon,1119.2547
9,2.0,10.0,0.48768,0,53,3,Agozzino,0,4,8475461,4.0,12,0.22641,L,0.0,1.0,1.0,1.0,0.07894,L,38.0,Andrew Agozzino,515.8679
169,40.0,203.0,,6,885,42,Gudas,1,1124,8475462,89.0,211,0.23841,D,1.0,5.0,1.0,3.0,0.03058,R,1373.0,Radko Gudas,1092.4632
1,1.0,2.0,,1,11,1,Brouillette,0,0,8475567,3.0,2,0.18181,D,0.0,0.0,0.0,0.0,0.25,L,4.0,Julien Brouillette,900.3636
1,2.0,3.0,,0,14,2,Harper,0,18,8475597,-1.0,3,0.21428,R,0.0,0.0,0.0,0.0,0.15384,R,13.0,Shane Harper,618.0
23,4.0,27.0,1.0,0,120,4,Stanton,0,71,8475598,14.0,27,0.225,D,0.0,0.0,0.0,0.0,0.032,L,125.0,Ryan Stanton,915.8083
10,6.0,14.0,0.52597,2,54,6,Wellman,0,4,8475602,-4.0,16,0.29629,C,0.0,2.0,0.0,0.0,0.07692,R,78.0,Casey Wellman,671.5925
0,0.0,0.0,0.43478,0,7,0,Holmstrom,0,7,8475603,-1.0,0,0.0,C,0.0,0.0,0.0,0.0,0.0,R,3.0,Ben Holmstrom,443.5714
38,10.0,41.0,,4,360,11,Prosser,1,231,8475613,-7.0,49,0.13611,D,0.0,5.0,1.0,3.0,0.05729,R,192.0,Nate Prosser,824.5916
2,5.0,7.0,0.45,0,114,5,Volpatti,0,137,8475619,-8.0,7,0.0614,L,0.0,0.0,0.0,0.0,0.07936,L,63.0,Aaron Volpatti,476.307
68,19.0,77.0,0.0,2,461,25,Irwin,0,211,8475625,-9.0,93,0.20173,D,6.0,14.0,0.0,2.0,0.03448,L,725.0,Matt Irwin,926.4056
29,18.0,40.0,0.5,7,130,20,Butler,1,28,8475637,-16.0,49,0.37692,R,2.0,9.0,0.0,0.0,0.09661,R,207.0,Bobby Butler,743.0153
0,0.0,0.0,0.5,0,2,0,Irwin,0,2,8475638,0.0,0,0.0,C,0.0,0.0,0.0,0.0,0.0,R,3.0,Brayden Irwin,605.5
17,6.0,19.0,0.0,1,91,6,Gustafsson,0,14,8475640,17.0,23,0.25274,D,0.0,3.0,0.0,1.0,0.06976,L,86.0,Erik Gustafsson,1070.7582
0,0.0,0.0,,0,2,0,Nash,0,0,8475641,-1.0,0,0.0,D,0.0,0.0,0.0,0.0,0.0,L,2.0,Brendon Nash,611.5
2,0.0,2.0,,0,9,0,Breen,0,5,8475648,1.0,2,0.22222,D,0.0,0.0,0.0,0.0,0.0,L,4.0,Chris Breen,563.1111
13,10.0,23.0,0.5,1,241,10,Bollig,0,392,8475650,-23.0,23,0.09543,L,0.0,0.0,0.0,0.0,0.03546,L,282.0,Brandon Bollig,543.6556
3,3.0,6.0,0.54545,0,26,3,Dziurzynski,0,22,8475661,-5.0,6,0.23076,L,0.0,0.0,0.0,0.0,0.08823,L,34.0,Dave Dziurzynski,673.0769
6,10.0,16.0,0.44444,1,87,11,Fraser,0,27,8475671,-16.0,17,0.1954,R,1.0,1.0,0.0,0.0,0.08943,L,123.0,Matt Fraser,657.6896
0,0.0,0.0,,0,4,0,Klasen,0,0,8475677,-3.0,0,0.0,L,0.0,0.0,0.0,0.0,0.0,L,4.0,Linus Klasen,773.25
0,1.0,1.0,0.5,0,6,1,Palmer,0,4,8475679,-2.0,1,0.16666,C,0.0,0.0,0.0,0.0,0.07142,R,14.0,Jarod Palmer,800.3333
174,33.0,196.0,,10,878,36,Tanev,4,218,8475690,161.0,210,0.23917,D,2.0,8.0,1.0,6.0,0.05056,R,712.0,Chris Tanev,1196.0466
512,174.0,503.0,0.38403,40,963,232,Zuccarello,9,363,8475692,48.0,744,0.77258,R,57.0,239.0,1.0,2.0,0.11344,L,2045.0,Mats Zuccarello,1087.2658
173,116.0,255.0,0.48024,19,774,143,Jarnkrok,3,163,8475714,56.0,316,0.40826,C,17.0,45.0,10.0,16.0,0.12348,R,1158.0,Calle Jarnkrok,903.7829
40,38.0,74.0,0.50118,3,252,39,Lindberg,0,117,8475715,7.0,79,0.31349,L,1.0,5.0,0.0,0.0,0.10427,L,374.0,Oscar Lindberg,706.7103
29,5.0,31.0,0.5,1,227,5,Marincin,0,110,8475716,-13.0,34,0.14977,D,0.0,1.0,0.0,2.0,0.02439,L,205.0,Martin Marincin,1041.9383
83,13.0,93.0,,5,405,14,Holl,1,194,8475718,64.0,97,0.2395,D,0.0,0.0,1.0,4.0,0.04117,R,340.0,Justin Holl,1095.8172
227,183.0,353.0,0.34961,41,832,241,Zucker,3,417,8475722,-4.0,468,0.5625,L,55.0,110.0,3.0,5.0,0.12873,L,1872.0,Jason Zucker,931.3918
2,0.0,2.0,,0,3,0,Straka,0,0,8475723,1.0,2,0.66666,R,0.0,0.0,0.0,0.0,0.0,L,2.0,Petr Straka,567.3333
315,219.0,455.0,0.41017,44,969,309,Toffoli,9,254,8475726,54.0,624,0.64396,C,80.0,155.0,10.0,14.0,0.11629,R,2657.0,Tyler Toffoli,971.9545
119,35.0,112.0,0.43234,12,325,48,Spooner,2,63,8475727,-21.0,167,0.51384,C,13.0,54.0,0.0,1.0,0.08,L,600.0,Ryan Spooner,841.8092
79,46.0,117.0,0.49495,10,488,53,Larsson,0,246,8475728,-58.0,132,0.27049,L,5.0,12.0,2.0,3.0,0.09742,L,544.0,Johan Larsson,881.252
0,0.0,0.0,,0,20,0,Alt,0,4,8475729,-2.0,0,0.0,D,0.0,0.0,0.0,0.0,0.0,R,16.0,Mark Alt,729.4
18,15.0,31.0,,3,167,15,Johns,0,93,8475730,-6.0,33,0.1976,D,0.0,1.0,0.0,1.0,0.05882,R,255.0,Stephen Johns,1070.4251
2,0.0,2.0,,0,10,0,Biega,0,0,8475732,-5.0,2,0.2,D,0.0,0.0,0.0,0.0,0.0,R,7.0,Danny Biega,968.5
4,1.0,4.0,0.32558,0,23,1,Reinhart,0,6,8475733,-5.0,5,0.21739,C,0.0,1.0,0.0,0.0,0.02777,L,36.0,Max Reinhart,721.4347
0,0.0,0.0,,0,1,0,Hamilton,0,5,8475734,0.0,0,0.0,L,0.0,0.0,0.0,0.0,,L,0.0,Curtis Hamilton,481.0
18,19.0,35.0,0.49082,1,233,21,McKegg,0,65,8475735,-24.0,39,0.16738,C,0.0,0.0,2.0,4.0,0.12426,L,169.0,Greg McKegg,597.8197
15,6.0,21.0,0.13043,3,81,6,Brickley,0,42,8475736,-2.0,21,0.25925,L,0.0,0.0,0.0,0.0,0.06451,L,93.0,Connor Brickley,629.3086
37,24.0,54.0,0.52689,5,218,32,Weal,1,56,8475738,-20.0,69,0.31651,C,8.0,15.0,0.0,0.0,0.10126,R,316.0,Jordan Weal,789.61
10,11.0,19.0,0.47826,2,113,12,Bournival,0,24,8475739,-6.0,22,0.19469,L,1.0,3.0,0.0,0.0,0.08888,L,135.0,Michael Bournival,577.3805
402,120.0,396.0,0.44093,31,743,173,Kuznetsov,8,394,8475744,38.0,575,0.77388,C,48.0,172.0,5.0,7.0,0.10984,L,1575.0,Evgeny Kuznetsov,1049.9784
334,169.0,449.0,0.48875,41,1032,209,Coyle,2,369,8475745,50.0,543,0.52616,C,32.0,76.0,8.0,18.0,0.11768,R,1776.0,Charlie Coyle,1010.9292
60,10.0,65.0,0.0,2,504,10,Nemeth,0,240,8475747,3.0,70,0.13888,D,0.0,1.0,0.0,4.0,0.02053,L,487.0,Patrik Nemeth,1070.2738
0,0.0,0.0,,0,1,0,Smith,0,2,8475748,1.0,0,0.0,L,0.0,0.0,0.0,0.0,,L,0.0,Dalton Smith,86.0
2,1.0,3.0,0.0,0,27,1,Thomas,0,9,8475749,-2.0,3,0.11111,L,0.0,0.0,0.0,0.0,0.02631,R,38.0,Christian Thomas,543.2962
100,63.0,132.0,,11,219,91,MacDonald,0,65,8448917,-8.0,191,0.87214,R,26.0,56.0,2.0,3.0,0.15635,R,582.0,Blair MacDonald,
142,97.0,222.0,,18,690,116,MacDermid,0,1303,8448919,-16.0,258,0.37391,R,19.0,36.0,0.0,0.0,0.15364,R,755.0,Paul MacDermid,
0,0.0,0.0,,0,1,0,MacDonald,0,0,8448922,-1.0,0,0.0,D,0.0,0.0,0.0,0.0,,L,0.0,Brett MacDonald,
198,102.0,244.0,,21,636,127,Schinkel,0,163,8448923,-170.0,325,0.511,R,22.0,73.0,3.0,8.0,,R,1395.0,Ken Schinkel,
19,11.0,20.0,,2,57,13,Schmautz,0,33,8448924,-8.0,32,0.5614,R,2.0,12.0,0.0,0.0,0.11926,R,109.0,Cliff Schmautz,
0,1.0,1.0,,0,7,1,Schmidt,0,2,8448927,,1,0.14285,R,0.0,0.0,0.0,0.0,,R,,Clarence Schmidt,
7,6.0,13.0,,1,45,6,Schmidt,0,6,8448928,,13,0.28888,L,0.0,0.0,0.0,0.0,,L,,Jackie Schmidt,
0,0.0,0.0,,0,2,0,Schmidt,0,0,8448930,,0,0.0,D,0.0,0.0,0.0,0.0,,R,,Otto Schmidt,
346,194.0,470.0,,35,776,229,Schmidt,4,466,8448931,,575,0.74097,C,31.0,98.0,4.0,7.0,,L,,Milt Schmidt,
0,,,,0,26,0,Schnarr,0,0,8448934,,0,0.0,C,,,,,,L,,Werner Schnarr,
2,1.0,3.0,,0,20,1,Schock,0,0,8448935,0.0,3,0.15,L,0.0,0.0,0.0,0.0,0.125,L,8.0,Danny Schock,
351,121.0,408.0,,24,909,166,Schock,0,258,8448937,-74.0,517,0.56875,C,31.0,82.0,14.0,27.0,0.09679,L,1715.0,Ron Schock,
12,8.0,20.0,,3,126,8,Mackey,0,305,8448939,-29.0,20,0.15873,L,0.0,0.0,0.0,0.0,0.08333,L,96.0,David Mackey,
206,168.0,328.0,,35,484,201,Schriner,6,148,8448946,,407,0.8409,L,29.0,72.0,4.0,7.0,,L,,Sweeney Schriner,
11,11.0,19.0,,1,81,12,Sclisizzi,0,26,8448947,,23,0.28395,L,1.0,4.0,0.0,0.0,,L,,Enio Sclisizzi,
